Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change
63,Female,Bachelor's,Divorced,101844,688,9667,Home,Employed,1,Excellent,0.2516621222377261,61882,,West Robin,IL,Somalia,4,2
32,Male,Master's,Widowed,102949,637,38759,Auto,Self-employed,18,Poor,0.35158441672245677,,0,Stanleyborough,PW,Pakistan,,0
47,Non-binary,High School,Married,28673,699,19540,Auto,Unemployed,19,Fair,0.40804067166142766,255563,0,North Bonnie,MI,Mali,1,2
22,Female,Bachelor's,Widowed,35973,663,19492,Auto,Unemployed,2,Good,0.4324942876649389,82006,3,Hartmanmouth,VI,Suriname,0,0
41,Male,Bachelor's,Single,62011,747,15722,Business,Employed,3,Poor,0.17655391501053988,259195,2,Garrettton,MD,Romania,3,0
65,Female,High School,Divorced,,618,27165,Home,Self-employed,4,Poor,0.24223544694352553,219776,2,Jonesfurt,SD,Antarctica (the territory South of 60 deg S),2,1
36,Non-binary,Master's,Single,42942,,5346,Home,Self-employed,7,Good,0.13836782987565913,146854,4,Hannahtown,PW,Netherlands,0,2
43,Non-binary,High School,Divorced,111205,736,,Business,Self-employed,4,Poor,0.2739470067787595,,3,Ramirezshire,WV,Mauritania,,1
54,Male,Bachelor's,Married,114486,704,32353,Auto,Self-employed,7,Poor,0.4003182792891047,222630,1,Jarviston,KY,Saint Pierre and Miquelon,1,1
34,Female,Bachelor's,Single,42064,760,39482,Personal,Employed,0,Excellent,0.20190021949604073,243318,0,Krystalberg,PA,Lesotho,3,2
60,Female,PhD,Married,80883,699,46731,Auto,Employed,12,Excellent,0.561233428,200074,3,East Sherrifurt,GU,British Indian Ocean Territory (Chagos Archipelago),,2
43,Female,PhD,Widowed,31231,712,48935,Personal,Employed,8,Good,0.10750652035133287,277314,2,South Kent,CT,Pakistan,3,0
47,Male,Bachelor's,Married,85651,799,17157,Auto,Unemployed,2,Fair,0.5419208655938658,200136,3,Matthewshire,RI,Grenada,3,0
48,Male,PhD,Single,91982,602,33381,Home,Unemployed,7,Poor,0.5237666711297408,,,Englishfurt,OR,Mali,3,1
45,Male,Bachelor's,Divorced,85839,686,29177,Business,Self-employed,11,Excellent,0.26005521307804924,114053,0,Port Vickie,LA,New Caledonia,4,0
20,Non-binary,Bachelor's,Single,109590,625,41449,Personal,Self-employed,16,Fair,0.519828253,114922,1,Annettemouth,PR,Cape Verde,4,2
43,Non-binary,Bachelor's,Widowed,68960,675,25542,Personal,Employed,10,Good,0.4362799956472334,60758,,East Nancy,AZ,Vanuatu,2,2
47,Non-binary,High School,Single,58217,658,15328,Business,Unemployed,11,Poor,0.5254072582178596,169695,0,East Nicholas,NH,Angola,0,0
47,Male,Master's,Widowed,105237,,14212,Personal,Unemployed,2,Fair,0.3023551982481515,265480,4,Lake Susan,GA,Senegal,1,1
52,Non-binary,Master's,Widowed,80656,710,46162,Personal,Self-employed,0,Excellent,0.578239275,,1,Peterstad,CA,Lebanon,0,2
49,Non-binary,Bachelor's,Married,105916,750,6324,Personal,Unemployed,17,Poor,0.26998445879325284,89195,2,New Phillip,SD,Peru,1,1
35,Non-binary,PhD,Widowed,111627,630,39992,Home,Employed,14,Poor,0.39488264822049846,200110,1,Johnsonborough,NC,Costa Rica,,0
33,Male,Master's,Married,50374,,,Business,Self-employed,18,Good,0.43165111302398373,176978,2,Lake Jessicaborough,GA,Guyana,1,2
50,Female,Bachelor's,Single,29879,,34733,Business,Employed,13,Excellent,0.35556414487946186,133149,0,Port Ericaside,NE,Martinique,1,0
42,Male,Master's,Married,,,10737,Personal,Unemployed,1,Excellent,0.41629395,202129,3,Port Arielfurt,HI,Hungary,1,0
62,Non-binary,Master's,Single,74850,650,17324,Personal,Self-employed,14,Excellent,0.19127667460854467,151244,0,New Catherineton,OR,Marshall Islands,0,2
56,Male,PhD,Widowed,62530,754,,Home,Employed,0,Excellent,0.259699331,248213,3,Palmerville,IA,Vietnam,3,0
40,Male,Bachelor's,Single,90179,693,32825,Personal,Self-employed,5,Good,0.5841473446063327,129600,3,Brownville,IL,Wallis and Futuna,4,1
53,Non-binary,High School,Widowed,117507,685,45544,Auto,Self-employed,11,Good,0.3757826517216768,228273,0,Smithtown,ME,Moldova,,1
31,Male,High School,Married,34002,738,23618,Home,Unemployed,6,Fair,0.17305568029073234,269695,3,Davismouth,AL,Peru,2,1
33,Non-binary,Master's,Married,74333,693,47328,Personal,Unemployed,5,Poor,0.5220940826849315,111726,,Port Mandyland,CA,Italy,1,0
58,Male,High School,Divorced,109067,790,35949,Home,Self-employed,14,Poor,0.3982113524904394,206088,,Marieside,NV,Zambia,1,0
47,Female,Master's,Married,54022,775,9445,Business,Employed,12,Fair,0.24465444157101204,177570,1,Reedberg,MT,Thailand,,1
24,Non-binary,PhD,Divorced,67278,742,13704,Auto,Self-employed,2,Excellent,0.49923505471894125,171149,,Lake Christina,VT,French Southern Territories,,2
48,Male,Master's,Divorced,37540,673,34317,Home,Employed,7,Poor,0.5059027255840258,32715,4,New Sara,NE,Morocco,4,1
24,Female,PhD,Single,,698,48874,Personal,Self-employed,11,Poor,0.24615295110058857,45045,0,Lake Andrea,IL,Saint Pierre and Miquelon,,2
33,Non-binary,High School,Divorced,71171,642,,Personal,Employed,17,Excellent,0.44383520026867884,152710,3,North Kennethborough,MS,Burkina Faso,1,1
55,Non-binary,High School,Divorced,98283,650,42997,Auto,Unemployed,17,Fair,0.48663867885118883,178174,4,East John,ID,Argentina,0,0
65,Male,High School,Single,27826,736,43125,Auto,Employed,18,Good,0.2531614675810945,118770,0,West David,FL,Iraq,3,1
37,Male,High School,Single,96730,,28500,Personal,Self-employed,19,Excellent,0.14238551362755028,281303,2,North Markberg,CO,El Salvador,4,0
38,Female,PhD,Divorced,84934,720,,Auto,Employed,6,Good,0.47797595147233574,116141,2,Myerstown,PR,Canada,3,1
54,Non-binary,Master's,Single,62296,744,23778,Business,Self-employed,1,Excellent,0.20305280667114642,173854,0,Port Sandra,DE,Bulgaria,1,0
37,Female,PhD,Married,111551,632,10074,Business,Employed,6,Excellent,0.5873779202396134,66221,,Tanyafort,OK,Saint Helena,2,0
52,Male,Bachelor's,Widowed,47260,608,23857,Home,Employed,6,Poor,0.346898528,,1,Shannonside,OK,Macao,4,1
33,Male,Bachelor's,Divorced,65538,646,,Personal,Employed,12,Excellent,0.5880805760404626,35469,3,Lake Emilyborough,CO,Seychelles,3,0
50,Female,High School,Single,100352,621,,Personal,Employed,18,Good,0.44425245044011474,171041,1,North Norma,PW,Latvia,3,1
30,Female,Bachelor's,Widowed,113925,611,48919,Business,Unemployed,19,Poor,0.4709401663478705,28459,,Holmesmouth,RI,Malta,3,1
25,Male,Bachelor's,Divorced,81971,646,48870,Personal,Employed,18,Excellent,0.3774569789404131,,4,Lake Tina,WY,Sweden,,0
42,Female,Bachelor's,Widowed,47774,,,Auto,Unemployed,0,Excellent,0.5094418064305664,275648,,South Vanessaville,KY,Montserrat,1,2
30,Non-binary,Master's,Widowed,114499,779,40584,Auto,Self-employed,6,Fair,0.28405261391884407,76919,3,New Susan,AR,Mauritius,2,1
19,Female,Bachelor's,Single,83471,793,8810,Personal,Self-employed,14,Excellent,0.5115467956413187,145761,4,Baileystad,ND,Mauritania,1,0
46,Non-binary,Master's,Widowed,56080,702,,Auto,Employed,13,Fair,0.22703944267085838,57488,0,Newmanland,WY,Norfolk Island,3,1
44,Non-binary,High School,Widowed,21320,733,34540,Home,Unemployed,4,Fair,0.33604482321796425,,3,Lake Jesse,KS,United States Virgin Islands,0,1
54,Female,Bachelor's,Divorced,54560,760,30826,Auto,Employed,11,Poor,0.5682172477963229,21537,,Kennethberg,MP,Iceland,2,2
19,Female,Master's,Divorced,115381,727,40970,Auto,Self-employed,14,Good,0.451811592,291530,1,Hunterside,SC,Namibia,0,0
40,Non-binary,High School,Single,75122,,33345,Business,Employed,16,Good,0.3218671615736449,,4,Pollardborough,WV,South Georgia and the South Sandwich Islands,0,0
43,Male,Master's,Divorced,81683,693,10316,Home,Employed,2,Good,0.35131913549524907,28304,3,Dyerfort,MS,Holy See (Vatican City State),0,0
67,Male,Bachelor's,Single,104661,771,8751,Personal,Employed,7,Good,0.5085360756482282,100251,0,East Matthewtown,ME,Western Sahara,,1
51,Non-binary,Master's,Widowed,72299,676,37088,Auto,Unemployed,3,Fair,0.5466745274811823,163332,,Kennethshire,HI,Anguilla,2,2
34,Non-binary,Master's,Married,78630,695,48757,Personal,Self-employed,12,Fair,0.4302500383848775,,2,New Jason,NJ,Malawi,1,1
19,Male,Master's,Widowed,106009,681,22351,Business,Self-employed,2,Excellent,0.5872100528948899,162947,,North Daniel,AZ,Vietnam,4,0
25,Non-binary,Master's,Single,37330,797,28892,Personal,Unemployed,11,Excellent,0.45114275961176176,247877,3,Keithberg,IL,Iraq,2,1
59,Non-binary,Bachelor's,Single,,688,25432,Business,Unemployed,15,Good,0.5407465340976049,275015,4,Rileyfurt,MS,Luxembourg,4,0
32,Female,PhD,Single,99688,732,12429,Home,Unemployed,8,Poor,0.43023400317346217,267072,0,Port Sarahton,MI,North Macedonia,3,2
44,Female,Master's,Single,,791,30191,Home,Unemployed,13,Good,0.17493878722843306,263286,3,Jacksonberg,UT,Slovakia (Slovak Republic),4,1
28,Male,High School,Single,,690,29992,Home,Self-employed,3,Poor,0.11298865206643241,,1,New Jasminefort,AL,Bouvet Island (Bouvetoya),1,2
60,Male,PhD,Married,114018,636,28620,Business,Employed,1,Excellent,0.26104426179986373,38980,3,West Kaylee,CO,Liberia,1,1
43,Female,PhD,Divorced,88309,724,7848,Auto,Self-employed,10,Excellent,0.2534304907639844,103243,4,Fergusonchester,DC,Germany,,2
51,Non-binary,High School,Divorced,62262,606,6667,Personal,Unemployed,4,Good,0.5451895423433741,268305,,New Paulside,TN,Qatar,1,1
60,Female,High School,Widowed,35070,642,,Personal,Self-employed,6,Good,0.5610005515527436,294768,2,South Matthew,DE,El Salvador,2,2
35,Female,PhD,Single,39629,622,9537,Home,Unemployed,2,Fair,0.5243581890459524,48636,1,Desireeville,DC,Sao Tome and Principe,4,0
69,Non-binary,Bachelor's,Single,98672,792,5228,Home,Self-employed,1,Good,0.4846135716399774,,1,Ashleyshire,DE,Japan,,1
59,Male,High School,Divorced,83094,,,Home,Unemployed,6,Excellent,0.18527881895588785,268737,1,New Melissa,SD,Burkina Faso,2,2
42,Female,High School,Widowed,35203,726,34541,Auto,Unemployed,5,Poor,0.5564764163350343,252977,0,East Morgan,MH,Saint Martin,,1
29,Male,Master's,Single,67940,618,31030,Home,Unemployed,12,Poor,0.383985345,,1,Darlenehaven,CA,Panama,2,0
38,Male,PhD,Divorced,,697,5209,Personal,Employed,15,Poor,0.4469233866059633,,2,Port Brittany,WI,Canada,1,1
66,Female,High School,Single,61291,639,7908,Personal,Unemployed,12,Poor,0.16899969343085122,33810,1,Port David,WA,Mayotte,3,2
27,Female,Bachelor's,Widowed,42327,655,,Business,Employed,0,Excellent,0.4376155320444385,90257,3,North Nicholasmouth,VI,Dominica,0,0
43,Male,PhD,Married,100562,785,,Home,Self-employed,14,Poor,0.19341271586641343,155884,4,New Yvonne,AS,Taiwan,2,0
46,Female,Master's,Married,34284,775,26340,Personal,Self-employed,14,Fair,0.40035399069359945,64156,4,New Melissamouth,NV,Wallis and Futuna,0,2
33,Male,Master's,Married,115066,799,31359,Home,Self-employed,5,Excellent,0.2285691526903416,142354,,North Brianbury,OK,Mexico,4,1
43,Male,PhD,Divorced,26441,,49939,Home,Unemployed,1,Excellent,0.4154774275052979,169702,0,South Jeffreyshire,MI,Tanzania,0,2
28,Non-binary,Bachelor's,Divorced,98311,689,34763,Business,Employed,8,Excellent,0.3886654611622202,216062,0,West Deanna,TN,India,3,2
67,Male,Bachelor's,Widowed,63148,660,16704,Auto,Self-employed,0,Fair,0.3343446208767886,40643,0,Kimberlychester,TX,Tajikistan,4,2
27,Non-binary,PhD,Married,114436,775,39216,Business,Employed,7,Excellent,0.10201299180336851,158498,,Torresbury,FL,South Georgia and the South Sandwich Islands,2,1
28,Male,Bachelor's,Single,94693,718,20928,Business,Unemployed,5,Fair,0.32384981148655856,257028,2,Josephstad,MP,Georgia,4,2
68,Non-binary,High School,Widowed,117284,716,44218,Business,Self-employed,19,Excellent,0.3072464069514689,,0,Emilyview,GA,Samoa,,0
48,Non-binary,High School,Married,,694,9370,Personal,Employed,8,Poor,0.35645066,,1,Haynesview,NE,Hong Kong,2,0
20,Female,PhD,Married,102245,686,33967,Business,Unemployed,4,Fair,0.19268077248136836,116854,,New Frank,CA,Rwanda,2,2
27,Male,High School,Single,88173,746,14800,Personal,Self-employed,8,Fair,0.5387122455816609,289092,0,South Susanfurt,KY,Congo,1,1
34,Non-binary,High School,Married,70807,745,39572,Business,Employed,18,Good,0.433975274,130451,3,South Audrey,MP,Saint Lucia,4,0
66,Non-binary,Bachelor's,Single,22944,668,44767,Auto,Employed,7,Excellent,0.44840189775995565,31159,0,Kevinbury,TX,Belgium,,2
53,Male,PhD,Married,29475,725,,Home,Employed,6,Poor,0.11200328110391752,189327,4,Jamesborough,OH,Iran,0,0
51,Male,Bachelor's,Widowed,102141,636,,Business,Unemployed,5,Good,0.49376843241857815,161711,4,Williamsmouth,DC,Saint Pierre and Miquelon,2,0
38,Female,High School,Divorced,99314,656,17158,Personal,Self-employed,8,Excellent,0.12388956809754684,162247,4,Diazview,GU,Yemen,2,1
48,Male,Bachelor's,Single,25465,671,36672,Auto,Self-employed,8,Fair,0.2550030567948225,237546,4,Markville,PA,Romania,1,1
40,Female,High School,Widowed,104766,688,35808,Business,Employed,15,Poor,0.32076831592016786,198067,1,West Scottshire,MS,Falkland Islands (Malvinas),4,1
66,Non-binary,High School,Widowed,94099,,41008,Business,Employed,15,Poor,0.22480528712143164,137990,1,Lake Ellen,NC,Tanzania,2,1
25,Non-binary,Bachelor's,Married,95630,,47368,Personal,Unemployed,17,Fair,0.46664986946156106,187156,,South Timothybury,PR,Ethiopia,1,1
52,Male,Bachelor's,Widowed,89806,,28542,Personal,Self-employed,8,Good,0.2812390082029451,121092,3,South Priscillaland,NH,France,2,0
69,Female,Master's,Divorced,118995,787,14398,Auto,Employed,15,Good,0.4882737268660916,148047,0,Clarkborough,DE,Bermuda,3,1
31,Non-binary,High School,Widowed,63322,773,8074,Business,Employed,5,Fair,0.38146709791248035,267802,3,Port Michaelmouth,ID,Romania,1,0
58,Non-binary,High School,Divorced,100845,606,9288,Auto,Self-employed,19,Poor,0.10782532611607162,,0,New Larryborough,AR,Liechtenstein,4,2
43,Female,Master's,Single,34821,775,22889,Personal,Unemployed,18,Good,0.1187215803827614,278194,0,Lake James,MD,Niue,3,2
51,Female,PhD,Divorced,23477,612,,Auto,Unemployed,8,Fair,0.29359928684917547,,4,Michaelmouth,ME,Fiji,,0
19,Male,Master's,Divorced,33054,,,Business,Unemployed,3,Fair,0.5110798297646241,204538,0,New Edwinbury,SD,Palestinian Territory,,2
66,Non-binary,Master's,Divorced,,687,5387,Business,Self-employed,13,Fair,0.1390440294635619,,1,Maryburgh,AR,Mauritius,1,1
18,Non-binary,High School,Widowed,99671,669,30460,Personal,Unemployed,18,Poor,0.4338122306863922,25531,1,Jacquelineborough,MP,Greece,1,1
56,Male,High School,Widowed,73953,710,42364,Home,Self-employed,1,Good,0.5557708494787811,152625,1,North Michael,NY,United States Minor Outlying Islands,2,2
18,Non-binary,Master's,Widowed,71500,734,44400,Personal,Self-employed,14,Excellent,0.24810419892321986,127985,4,Dustinbury,CT,Malawi,,0
53,Female,PhD,Divorced,88669,720,17468,Home,Self-employed,6,Excellent,0.5759772163134455,199129,0,West Daniel,NE,Japan,4,1
39,Non-binary,High School,Widowed,98886,695,30101,Auto,Employed,17,Excellent,0.44190368181746054,200996,1,North Emily,KS,France,,2
33,Non-binary,Bachelor's,Single,46953,627,23284,Business,Self-employed,7,Good,0.23315271834672555,192563,3,West Michelle,VA,Monaco,0,1
40,Male,Master's,Widowed,,627,,Personal,Self-employed,14,Good,0.48320483524421554,24340,0,Lake Kimberly,TN,Mauritius,0,1
41,Female,High School,Married,89852,676,27422,Home,Self-employed,9,Excellent,0.48627341125604495,205004,1,Loweryland,VT,Tonga,4,0
62,Male,PhD,Divorced,87384,606,7297,Business,Self-employed,4,Good,0.45029338745816605,232491,3,West Melanieton,MH,Taiwan,0,0
32,Female,Bachelor's,Married,78360,608,47644,Home,Unemployed,1,Fair,0.11227619245325607,271432,3,East Veronica,KY,Tajikistan,4,0
24,Male,High School,Single,57488,777,26533,Personal,Employed,2,Fair,0.4081468029678367,,3,Harrismouth,MN,Kenya,0,0
58,Non-binary,PhD,Widowed,64153,658,12202,Home,Employed,12,Fair,0.17921742403286486,186472,,South Lancehaven,FM,Sri Lanka,0,2
30,Non-binary,Master's,Married,55059,756,7413,Personal,Employed,5,Good,0.49480177851498375,29295,4,Walkerborough,WA,Tunisia,0,2
59,Female,Master's,Married,77564,612,12357,Business,Employed,1,Good,0.4533944976000637,111458,0,Tylerport,DE,Marshall Islands,2,1
69,Male,Master's,Widowed,,771,8974,Business,Employed,1,Good,0.1883383707669287,,,North Ronald,KS,Cuba,2,1
43,Female,Master's,Married,104156,,30993,Auto,Unemployed,17,Fair,0.4911054738566092,181828,,Alvarezfurt,MS,Norway,4,1
54,Female,Master's,Divorced,,642,22439,Home,Employed,12,Good,0.4508819458574961,136141,2,North Vickieborough,WV,Sudan,2,2
67,Male,PhD,Single,,672,20203,Auto,Employed,1,Poor,0.2945900055223074,182768,0,Lake Juliechester,MT,China,0,1
66,Male,Master's,Divorced,64764,600,25486,Auto,Employed,17,Good,0.4547958986000804,79556,1,New Latashabury,AZ,Reunion,1,0
32,Female,High School,Widowed,118580,636,13116,Home,Self-employed,7,Fair,0.1207131989379209,267284,3,Savannahfurt,NC,Mauritius,0,1
20,Female,High School,Married,41961,612,30866,Auto,Employed,11,Excellent,0.30016055460716495,294593,0,Port Kentberg,CO,Brunei Darussalam,2,1
35,Female,Master's,Divorced,84766,622,20645,Business,Unemployed,6,Fair,0.5075528820009602,77868,3,Blackwellchester,AR,Cote d'Ivoire,1,1
47,Female,Bachelor's,Married,100664,725,12939,Personal,Unemployed,2,Good,0.1435154937934451,258171,,Port Kimberlyside,DC,Zambia,1,1
36,Non-binary,Master's,Divorced,44448,631,30975,Auto,Self-employed,18,Good,0.19427993309037142,130657,2,South Matthewmouth,MP,Bhutan,3,1
61,Male,PhD,Widowed,26518,759,21161,Personal,Employed,18,Poor,0.3239390581855962,135490,1,East Timothy,CO,Zimbabwe,,0
65,Non-binary,PhD,Single,,645,,Business,Unemployed,14,Poor,0.5699697582667732,118975,3,Bradyfort,ND,Botswana,4,1
68,Female,High School,Single,113923,601,44653,Auto,Employed,1,Good,0.270090609,263788,2,New Lindsay,OH,Mayotte,2,2
22,Male,PhD,Divorced,107732,750,39235,Business,Unemployed,19,Excellent,0.2956580911847966,62184,4,Lake John,TN,Belarus,,0
59,Female,Bachelor's,Divorced,117869,745,,Business,Employed,8,Fair,0.5505140990037956,,1,Annborough,AK,San Marino,,1
47,Male,Bachelor's,Married,36967,783,36845,Auto,Unemployed,11,Fair,0.4349245735064562,,2,South Brendashire,RI,Norfolk Island,,1
29,Female,Bachelor's,Married,58785,644,19414,Home,Employed,3,Poor,0.21036553565461222,71979,,Crossland,AS,Costa Rica,1,1
28,Male,Bachelor's,Single,83969,671,44332,Business,Employed,16,Fair,0.45700939045950595,88597,0,Julieborough,FM,United States of America,2,2
66,Non-binary,PhD,Divorced,111109,664,16734,Auto,Unemployed,0,Fair,0.2011801732877351,246188,0,Port Frank,RI,Grenada,2,2
49,Non-binary,PhD,Married,24507,676,,Auto,Self-employed,5,Good,0.5619082917158309,131303,2,East Seanmouth,ND,Pakistan,1,2
36,Female,PhD,Widowed,52548,766,8458,Auto,Employed,11,Fair,0.24051325230185536,62171,1,Simsfurt,WI,Falkland Islands (Malvinas),3,1
40,Non-binary,Bachelor's,Widowed,48287,610,25909,Home,Unemployed,10,Excellent,0.2260109873620839,119245,1,Stephanieland,AZ,Hong Kong,,2
45,Female,High School,Divorced,,798,43226,Business,Unemployed,4,Excellent,0.5065758958960225,251522,0,New Angelabury,VT,Faroe Islands,2,0
64,Male,PhD,Married,93471,784,23013,Auto,Employed,8,Good,0.21185902107010937,171215,2,North Christinestad,SD,Greenland,,1
56,Non-binary,High School,Divorced,36600,724,26718,Business,Unemployed,17,Excellent,0.1792159037823923,34116,4,Henrystad,PR,Libyan Arab Jamahiriya,4,0
37,Female,Master's,Widowed,117778,,27540,Home,Unemployed,14,Poor,0.4780878874572154,254284,,Lake Ryan,IN,Cook Islands,1,0
55,Male,Bachelor's,Widowed,91114,,,Auto,Self-employed,12,Poor,0.28070910685823003,235918,0,Hermanview,NC,Chile,1,2
58,Male,Bachelor's,Widowed,24383,697,40312,Business,Employed,15,Fair,0.59818354,,3,Velezfurt,OK,Heard Island and McDonald Islands,1,2
46,Male,PhD,Married,37986,741,5217,Personal,Unemployed,11,Excellent,0.24326904035619443,24766,4,North Stephanie,LA,Saint Lucia,2,2
66,Male,PhD,Married,100520,722,23612,Business,Self-employed,12,Good,0.31123327815039215,188023,0,Susanland,AR,Jersey,,2
27,Female,Bachelor's,Single,55423,785,10956,Personal,Employed,7,Fair,0.3365854,73141,4,Port Lindseyfort,MO,Saint Kitts and Nevis,1,1
68,Non-binary,High School,Widowed,107151,754,39626,Business,Employed,13,Fair,0.30206620135885154,147103,1,South Aprilbury,TX,Equatorial Guinea,2,2
54,Male,High School,Married,23794,754,42272,Personal,Unemployed,5,Good,0.534887509,273159,4,Mannmouth,MT,Angola,3,2
25,Male,Bachelor's,Single,107852,729,31976,Auto,Unemployed,13,Excellent,0.269008414,35531,2,West Ryan,IL,Vietnam,,2
21,Female,Master's,Married,38047,752,40762,Home,Unemployed,4,Poor,0.34395259028638503,233376,,Aaronstad,NJ,Slovenia,2,0
67,Female,High School,Single,,679,5317,Auto,Unemployed,12,Poor,0.35200247976276056,202102,4,Jonathanmouth,DE,Guinea-Bissau,4,0
